,clean
8547,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Acura RLX"
8548,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Acura RLX"
8549,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Acura RLX"
8550,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Acura RLX"
8551,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Acura RLX"
8552,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Acura RLX"
8553,"premium unleaded (recommended),AUTOMATED_MANUAL,all wheel drive,Luxury,High-Performance,Hybrid,Midsize,Sedan,Acura RLX"
8554,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Acura RLX"
8555,"premium unleaded (recommended),AUTOMATED_MANUAL,all wheel drive,Luxury,High-Performance,Hybrid,Midsize,Sedan,Acura RLX"
8556,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Acura RLX"
8557,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Acura RLX"
8558,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Luxury,Performance,Midsize,Sedan,Acura RLX"
8559,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Sedan,Buick Roadmaster"
8560,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Wagon,Buick Roadmaster"
8561,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Sedan,Buick Roadmaster"
8562,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Sedan,Buick Roadmaster"
8563,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Wagon,Buick Roadmaster"
8564,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Sedan,Buick Roadmaster"
8565,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Sedan,Buick Roadmaster"
8566,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Sedan,Buick Roadmaster"
8567,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Wagon,Buick Roadmaster"
8568,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue Select"
8569,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue Select"
8570,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue Select"
8571,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue Select"
8572,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue"
8573,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue"
8574,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue"
8575,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue"
8576,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue"
8577,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue"
8578,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue"
8579,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue"
8580,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue"
8581,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue"
8582,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue"
8583,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue"
8584,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue"
8585,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue"
8586,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue"
8587,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue"
8588,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue"
8589,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue"
8590,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue"
8591,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,Nissan Rogue"
8592,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Wagon,Kia Rondo"
8593,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Wagon,Kia Rondo"
8594,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Wagon,Kia Rondo"
8595,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Wagon,Kia Rondo"
8596,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Wagon,Kia Rondo"
8597,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Wagon,Kia Rondo"
8598,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Wagon,Kia Rondo"
8599,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Wagon,Kia Rondo"
8600,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Wagon,Kia Rondo"
8601,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Wagon,Kia Rondo"
8602,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Wagon,Kia Rondo"
8603,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Wagon,Kia Rondo"
8604,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Wagon,Kia Rondo"
8605,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Wagon,Kia Rondo"
8606,"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Wagon,Kia Rondo"
8607,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Passenger Minivan,Volkswagen Routan"
8608,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Passenger Minivan,Volkswagen Routan"
8609,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Passenger Minivan,Volkswagen Routan"
8610,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Passenger Minivan,Volkswagen Routan"
8611,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Passenger Minivan,Volkswagen Routan"
8612,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Passenger Minivan,Volkswagen Routan"
8613,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Passenger Minivan,Volkswagen Routan"
8614,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Passenger Minivan,Volkswagen Routan"
8615,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Passenger Minivan,Volkswagen Routan"
8616,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Passenger Minivan,Volkswagen Routan"
8617,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Passenger Minivan,Volkswagen Routan"
8618,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Passenger Minivan,Volkswagen Routan"
8619,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Passenger Minivan,Volkswagen Routan"
8620,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Passenger Minivan,Volkswagen Routan"
8621,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Passenger Minivan,Volkswagen Routan"
8622,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Passenger Minivan,Volkswagen Routan"
8623,"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Passenger Minivan,Volkswagen Routan"
8624,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Volkswagen Routan"
8625,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Volkswagen Routan"
8626,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Volkswagen Routan"
8627,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Volkswagen Routan"
8628,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Volkswagen Routan"
8629,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Volkswagen Routan"
8630,"flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Midsize,Passenger Minivan,Volkswagen Routan"
8631,"premium unleaded (required),MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Compact,Sedan,Audi RS 4"
8632,"premium unleaded (required),MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Compact,Convertible,Audi RS 4"
8633,"premium unleaded (required),MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Compact,Sedan,Audi RS 4"
8634,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Convertible,Audi RS 5"
8635,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Coupe,Audi RS 5"
8636,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Coupe,Audi RS 5"
8637,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Convertible,Audi RS 5"
8638,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Convertible,Audi RS 5"
8639,"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Coupe,Audi RS 5"
8640,"premium unleaded (required),AUTOMATIC,all wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,Audi RS 6"
8641,"premium unleaded (required),AUTOMATIC,all wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,Audi RS 7"
8642,"premium unleaded (required),AUTOMATIC,all wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,Audi RS 7"
8643,"premium unleaded (required),AUTOMATIC,all wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,Audi RS 7"
8644,"regular unleaded,MANUAL,front wheel drive,Hatchback,Luxury,Performance,Compact,2dr Hatchback,Acura RSX"
8645,"regular unleaded,MANUAL,front wheel drive,Hatchback,Luxury,Performance,Compact,2dr Hatchback,Acura RSX"
8646,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Luxury,Performance,Compact,2dr Hatchback,Acura RSX"
8647,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Luxury,Performance,Compact,2dr Hatchback,Acura RSX"
8648,"premium unleaded (required),MANUAL,front wheel drive,Hatchback,Factory Tuner,Luxury,Performance,Compact,2dr Hatchback,Acura RSX"
8649,"regular unleaded,MANUAL,front wheel drive,Hatchback,Luxury,Performance,Compact,2dr Hatchback,Acura RSX"
8650,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Luxury,Performance,Compact,2dr Hatchback,Acura RSX"
8651,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Luxury,Performance,Compact,2dr Hatchback,Acura RSX"
8652,"regular unleaded,MANUAL,front wheel drive,Hatchback,Luxury,Performance,Compact,2dr Hatchback,Acura RSX"
8653,"premium unleaded (required),MANUAL,front wheel drive,Hatchback,Factory Tuner,Luxury,Performance,Compact,2dr Hatchback,Acura RSX"
8654,"regular unleaded,MANUAL,front wheel drive,Hatchback,Luxury,Compact,2dr Hatchback,Acura RSX"
8655,"regular unleaded,MANUAL,front wheel drive,Hatchback,Luxury,Compact,2dr Hatchback,Acura RSX"
8656,"premium unleaded (required),MANUAL,front wheel drive,Hatchback,Factory Tuner,Luxury,Performance,Compact,2dr Hatchback,Acura RSX"
8657,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Luxury,Compact,2dr Hatchback,Acura RSX"
8658,"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Luxury,Compact,2dr Hatchback,Acura RSX"
8659,"premium unleaded (required),AUTOMATIC,front wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 300"
8660,"premium unleaded (required),AUTOMATIC,four wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 300"
8661,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 300"
8662,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 300"
8663,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 300"
8664,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 300"
8665,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Luxury,Performance,Midsize,4dr SUV,Lexus RX 330"
8666,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 330"
8667,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 330"
8668,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 330"
8669,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 330"
8670,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 330"
8671,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 350"
8672,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 350"
8673,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 350"
8674,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 350"
8675,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 350"
8676,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 350"
8677,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 350"
8678,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 350"
8679,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 350"
8680,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 350"
8681,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Luxury,Midsize,4dr SUV,Lexus RX 350"
8682,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Luxury,Hybrid,Midsize,4dr SUV,Lexus RX 400h"
8683,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Luxury,Hybrid,Midsize,4dr SUV,Lexus RX 400h"
8684,"regular unleaded,AUTOMATIC,front wheel drive,Crossover,Luxury,Hybrid,Midsize,4dr SUV,Lexus RX 400h"
8685,"regular unleaded,AUTOMATIC,all wheel drive,Crossover,Luxury,Hybrid,Midsize,4dr SUV,Lexus RX 400h"
8686,"premium unleaded (required),AUTOMATIC,front wheel drive,Crossover,Luxury,Hybrid,Midsize,4dr SUV,Lexus RX 400h"
8687,"premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Luxury,Hybrid,Midsize,4dr SUV,Lexus RX 400h"
8688,"premium unleaded (required),AUTOMATIC,front wheel drive,Crossover,Luxury,Hybrid,Midsize,4dr SUV,Lexus RX 450h"
8689,"premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Luxury,Hybrid,Midsize,4dr SUV,Lexus RX 450h"
8690,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Luxury,Hybrid,Midsize,4dr SUV,Lexus RX 450h"
8691,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Luxury,Hybrid,Midsize,4dr SUV,Lexus RX 450h"
8692,"premium unleaded (recommended),AUTOMATIC,front wheel drive,Crossover,Luxury,Hybrid,Midsize,4dr SUV,Lexus RX 450h"
8693,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Luxury,Hybrid,Midsize,4dr SUV,Lexus RX 450h"
8694,"premium unleaded (recommended),AUTOMATIC,all wheel drive,Crossover,Luxury,Hybrid,Midsize,4dr SUV,Lexus RX 450h"
8695,"regular unleaded,MANUAL,rear wheel drive,Factory Tuner,Performance,Compact,Coupe,Mazda RX-7"
8696,"regular unleaded,MANUAL,rear wheel drive,Factory Tuner,Performance,Compact,Coupe,Mazda RX-7"
8697,"regular unleaded,MANUAL,rear wheel drive,Factory Tuner,Performance,Compact,Coupe,Mazda RX-7"
8698,"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Coupe,Mazda RX-8"
8699,"premium unleaded (required),AUTOMATIC,rear wheel drive,Performance,Compact,Coupe,Mazda RX-8"
8700,"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Coupe,Mazda RX-8"
8701,"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Coupe,Mazda RX-8"
8702,"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Coupe,Mazda RX-8"
8703,"premium unleaded (required),AUTOMATIC,rear wheel drive,Performance,Compact,Coupe,Mazda RX-8"
8704,"premium unleaded (required),AUTOMATIC,rear wheel drive,Performance,Compact,Coupe,Mazda RX-8"
8705,"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Coupe,Mazda RX-8"
8706,"premium unleaded (required),AUTOMATIC,rear wheel drive,Performance,Compact,Coupe,Mazda RX-8"
8707,"premium unleaded (required),AUTOMATIC,rear wheel drive,Performance,Compact,Coupe,Mazda RX-8"
8708,"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Coupe,Mazda RX-8"
8709,"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Coupe,Mazda RX-8"
8710,"premium unleaded (required),AUTOMATIC,rear wheel drive,Performance,Compact,Coupe,Mazda RX-8"
8711,"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Coupe,Mazda RX-8"
8712,"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Coupe,Mazda RX-8"
8713,"premium unleaded (required),MANUAL,rear wheel drive,Performance,Compact,Coupe,Mazda RX-8"
8714,"premium unleaded (required),AUTOMATIC,rear wheel drive,Performance,Compact,Coupe,Mazda RX-8"
8715,"regular unleaded,MANUAL,four wheel drive,nan,Compact,2dr SUV,Chevrolet S-10 Blazer"
8716,"regular unleaded,MANUAL,four wheel drive,nan,Compact,2dr SUV,Chevrolet S-10 Blazer"
8717,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,Chevrolet S-10 Blazer"
8718,"regular unleaded,MANUAL,rear wheel drive,nan,Midsize,4dr SUV,Chevrolet S-10 Blazer"
8719,"regular unleaded,MANUAL,rear wheel drive,nan,Midsize,4dr SUV,Chevrolet S-10 Blazer"
8720,"regular unleaded,MANUAL,four wheel drive,nan,Midsize,4dr SUV,Chevrolet S-10 Blazer"
8721,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,Chevrolet S-10 Blazer"
8722,"regular unleaded,MANUAL,rear wheel drive,nan,Midsize,4dr SUV,Chevrolet S-10 Blazer"
8723,"regular unleaded,MANUAL,four wheel drive,nan,Midsize,4dr SUV,Chevrolet S-10 Blazer"
8724,"regular unleaded,MANUAL,rear wheel drive,nan,Midsize,4dr SUV,Chevrolet S-10 Blazer"
8725,"regular unleaded,MANUAL,four wheel drive,nan,Compact,2dr SUV,Chevrolet S-10 Blazer"
8726,"regular unleaded,MANUAL,four wheel drive,nan,Compact,2dr SUV,Chevrolet S-10 Blazer"
8727,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,Chevrolet S-10 Blazer"
8728,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,Chevrolet S-10 Blazer"
8729,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,Chevrolet S-10 Blazer"
8730,"regular unleaded,MANUAL,four wheel drive,nan,Midsize,4dr SUV,Chevrolet S-10 Blazer"
8731,"regular unleaded,MANUAL,four wheel drive,nan,Compact,2dr SUV,Chevrolet S-10 Blazer"
8732,"regular unleaded,MANUAL,rear wheel drive,nan,Midsize,4dr SUV,Chevrolet S-10 Blazer"
8733,"regular unleaded,MANUAL,four wheel drive,nan,Midsize,4dr SUV,Chevrolet S-10 Blazer"
8734,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,Chevrolet S-10 Blazer"
8735,"regular unleaded,MANUAL,four wheel drive,nan,Midsize,4dr SUV,Chevrolet S-10 Blazer"
8736,"regular unleaded,MANUAL,rear wheel drive,nan,Midsize,4dr SUV,Chevrolet S-10 Blazer"
8737,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,Chevrolet S-10 Blazer"
8738,"regular unleaded,MANUAL,rear wheel drive,nan,Midsize,4dr SUV,Chevrolet S-10 Blazer"
8739,"regular unleaded,MANUAL,four wheel drive,nan,Compact,2dr SUV,Chevrolet S-10 Blazer"
8740,"regular unleaded,MANUAL,four wheel drive,nan,Midsize,4dr SUV,Chevrolet S-10 Blazer"
8741,"regular unleaded,MANUAL,four wheel drive,nan,Midsize,4dr SUV,Chevrolet S-10 Blazer"
8742,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,Chevrolet S-10 Blazer"
8743,"regular unleaded,MANUAL,rear wheel drive,nan,Midsize,4dr SUV,Chevrolet S-10 Blazer"
8744,"regular unleaded,MANUAL,four wheel drive,nan,Compact,2dr SUV,Chevrolet S-10 Blazer"
8745,"regular unleaded,MANUAL,four wheel drive,nan,Compact,2dr SUV,Chevrolet S-10 Blazer"
8746,"regular unleaded,AUTOMATIC,rear wheel drive,Performance,Compact,Extended Cab Pickup,Chevrolet S-10"
8747,"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Compact,Regular Cab Pickup,Chevrolet S-10"
8748,"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Compact,Extended Cab Pickup,Chevrolet S-10"
8749,"regular unleaded,MANUAL,four wheel drive,nan,Compact,Extended Cab Pickup,Chevrolet S-10"
8750,"regular unleaded,AUTOMATIC,rear wheel drive,Performance,Compact,Extended Cab Pickup,Chevrolet S-10"
8751,"flex-fuel (unleaded/E85),MANUAL,rear wheel drive,Flex Fuel,Compact,Extended Cab Pickup,Chevrolet S-10"
8752,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Extended Cab Pickup,Chevrolet S-10"
8753,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,Regular Cab Pickup,Chevrolet S-10"
8754,"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Compact,Regular Cab Pickup,Chevrolet S-10"
8755,"flex-fuel (unleaded/E85),MANUAL,rear wheel drive,Flex Fuel,Compact,Regular Cab Pickup,Chevrolet S-10"
8756,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Extended Cab Pickup,Chevrolet S-10"
8757,"regular unleaded,AUTOMATIC,rear wheel drive,Flex Fuel,Compact,Regular Cab Pickup,Chevrolet S-10"
8758,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Crew Cab Pickup,Chevrolet S-10"
8759,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Extended Cab Pickup,Chevrolet S-10"
8760,"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Compact,Regular Cab Pickup,Chevrolet S-10"
8761,"regular unleaded,AUTOMATIC,rear wheel drive,nan,Compact,Extended Cab Pickup,Chevrolet S-10"
8762,"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Compact,Extended Cab Pickup,Chevrolet S-10"
8763,"regular unleaded,AUTOMATIC,rear wheel drive,Performance,Compact,Regular Cab Pickup,Chevrolet S-10"
8764,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,Regular Cab Pickup,Chevrolet S-10"
8765,"regular unleaded,AUTOMATIC,rear wheel drive,Performance,Compact,Regular Cab Pickup,Chevrolet S-10"
8766,"flex-fuel (unleaded/E85),MANUAL,rear wheel drive,Flex Fuel,Compact,Extended Cab Pickup,Chevrolet S-10"
8767,"regular unleaded,MANUAL,four wheel drive,nan,Compact,Extended Cab Pickup,Chevrolet S-10"
8768,"flex-fuel (unleaded/E85),MANUAL,rear wheel drive,Flex Fuel,Compact,Regular Cab Pickup,Chevrolet S-10"
8769,"flex-fuel (unleaded/E85),MANUAL,rear wheel drive,Flex Fuel,Compact,Regular Cab Pickup,Chevrolet S-10"
8770,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Crew Cab Pickup,Chevrolet S-10"
8771,"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Compact,Regular Cab Pickup,Chevrolet S-10"
8772,"flex-fuel (unleaded/E85),MANUAL,rear wheel drive,Flex Fuel,Compact,Extended Cab Pickup,Chevrolet S-10"
8773,"regular unleaded,MANUAL,four wheel drive,nan,Compact,Extended Cab Pickup,Chevrolet S-10"
8774,"flex-fuel (unleaded/E85),AUTOMATIC,rear wheel drive,Flex Fuel,Compact,Regular Cab Pickup,Chevrolet S-10"
8775,"flex-fuel (unleaded/E85),MANUAL,rear wheel drive,Flex Fuel,Compact,Extended Cab Pickup,Chevrolet S-10"
8776,"flex-fuel (unleaded/E85),MANUAL,rear wheel drive,Flex Fuel,Compact,Regular Cab Pickup,Chevrolet S-10"
8777,"regular unleaded,MANUAL,four wheel drive,nan,Compact,Extended Cab Pickup,Chevrolet S-10"
8778,"flex-fuel (unleaded/E85),MANUAL,rear wheel drive,Flex Fuel,Compact,Regular Cab Pickup,Chevrolet S-10"
8779,"flex-fuel (unleaded/E85),MANUAL,rear wheel drive,Flex Fuel,Compact,Extended Cab Pickup,Chevrolet S-10"
8780,"regular unleaded,AUTOMATIC,four wheel drive,nan,Compact,Crew Cab Pickup,Chevrolet S-10"
8781,"regular unleaded,MANUAL,four wheel drive,nan,Compact,2dr SUV,GMC S-15 Jimmy"
8782,"regular unleaded,MANUAL,four wheel drive,nan,Compact,2dr SUV,GMC S-15 Jimmy"
8783,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,GMC S-15 Jimmy"
8784,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,GMC S-15 Jimmy"
8785,"regular unleaded,MANUAL,four wheel drive,nan,Compact,2dr SUV,GMC S-15 Jimmy"
8786,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,GMC S-15 Jimmy"
8787,"regular unleaded,MANUAL,rear wheel drive,nan,Compact,2dr SUV,GMC S-15 Jimmy"
